username,manga_id,user_score
Kiwwang,147137,0
Kiwwang,147661,0
Kiwwang,170745,0
Kiwwang,152706,0
Kiwwang,114175,0
Kiwwang,148102,9
Kiwwang,126103,0
Kiwwang,174824,0
Kiwwang,149165,0
Kiwwang,162231,0
Kiwwang,171348,0
Kiwwang,158905,0
Kiwwang,162487,0
Kiwwang,161625,0
Kiwwang,113958,0
Kiwwang,154528,0
Kiwwang,126164,0
Kiwwang,170974,0
Kiwwang,88660,0
Kiwwang,154486,0
Kiwwang,151009,0
Kiwwang,120889,0
Kiwwang,111228,8
Kiwwang,105747,0
Kiwwang,149140,0
Kiwwang,149579,0
Kiwwang,116880,0
Kiwwang,138924,0
Kiwwang,175726,0
Kiwwang,121485,0
Kiwwang,144493,0
Kiwwang,114843,10
Kiwwang,160534,0
Kiwwang,149130,0
Kiwwang,159075,0
Kiwwang,130130,0
Kiwwang,152083,0
Kiwwang,147756,0
Kiwwang,159838,0
Kiwwang,142649,10
Kiwwang,113548,0
Kiwwang,148070,0
Kiwwang,151819,0
Kiwwang,173544,0
Kiwwang,139899,0
Kiwwang,172318,0
Kiwwang,161705,0
Kiwwang,167812,0
Kiwwang,169951,0
Kiwwang,147172,0
Kiwwang,116547,0
Kiwwang,121798,0
Kiwwang,15805,0
Kiwwang,140520,0
Kiwwang,147171,0
Kiwwang,151979,0
Kiwwang,128555,0
Kiwwang,152012,0
Kiwwang,149068,9
Kiwwang,110460,0
Kiwwang,113115,9
Kiwwang,129323,0
Kiwwang,140332,0
Kiwwang,112589,8
Kiwwang,150639,0
Kiwwang,124029,0
Kiwwang,155173,0
Kiwwang,121346,0
Kiwwang,16922,0
Kiwwang,151780,0
Kiwwang,140486,0
Kiwwang,134961,0
Kiwwang,122986,0
Kiwwang,131658,0
Kiwwang,147532,9
Kiwwang,155279,0
Kiwwang,117899,0
Kiwwang,133469,0
Kiwwang,94181,0
Kiwwang,7,0
Kiwwang,98938,8
Kiwwang,157553,0
Kiwwang,170812,0
Kiwwang,136764,0
Kiwwang,153255,8
Kiwwang,132520,0
Kiwwang,121762,0
Kiwwang,140912,10
Kiwwang,105903,9
Kiwwang,107795,0
Kiwwang,152327,0
Kiwwang,91714,0
Kiwwang,160695,0
Kiwwang,130633,0
Kiwwang,148234,10
Kiwwang,152129,0
Kiwwang,159040,0
Kiwwang,146716,0
Kiwwang,166178,0
Kiwwang,170906,0
Kiwwang,145596,0
Kiwwang,155977,0
Kiwwang,166164,0
Kiwwang,147704,0
Kiwwang,111621,0
Kiwwang,124912,9
Kiwwang,137004,0
Kiwwang,163770,0
Kiwwang,167207,0
Kiwwang,126971,0
Kiwwang,147664,0
Kiwwang,139761,0
Kiwwang,147692,0
Kiwwang,131613,0
Kiwwang,154064,0
Kiwwang,132562,0
Kiwwang,170829,0
Kiwwang,131397,0
Kiwwang,154066,0
Kiwwang,154856,0
Kiwwang,148074,0
Kiwwang,126522,9
Kiwwang,144206,0
Kiwwang,148283,0
Kiwwang,113194,0
Kiwwang,146793,0
Kiwwang,172018,0
Kiwwang,147458,0
Kiwwang,140330,0
Kiwwang,129361,0
Kiwwang,173351,0
Kiwwang,149100,0
Kiwwang,129403,0
Kiwwang,100127,0
Kiwwang,154182,0
Kiwwang,157979,0
Kiwwang,105645,9
Kiwwang,152435,10
Kiwwang,127109,0
Kiwwang,118416,0
Kiwwang,114259,0
Kiwwang,109696,0
Kiwwang,106608,8
Kiwwang,166350,0
Kiwwang,157093,0
Kiwwang,115310,0
Kiwwang,130707,0
Kiwwang,152565,0
Kiwwang,127860,9
Kiwwang,155673,0
Kiwwang,170278,0
Kiwwang,147713,0
Kiwwang,125076,10
Kiwwang,130204,8
Kiwwang,148268,0
